0.04,false
0.01,false
0.05,false
0.02,false
0.02,false
0.01,false
0.03,false
0.00,false
0.03,false
0.05,false
0.00,false
0.04,false
0.04,false
0.02,false
0.01,false
0.05,false
0.00,false
0.05,false
0.02,false
0.01,false
0.01,false
0.01,false
0.05,false
0.95,true
0.01,false
0.04,false
0.02,false
0.02,false
0.04,false
0.04,false
0.04,false
0.02,false
0.30,false
0.03,false
0.01,false
0.04,false
0.03,false
0.01,false
0.01,false
0.01,false
0.04,false
0.05,false
0.04,false
0.04,false
0.04,false
0.04,false
0.02,false
0.04,false
0.02,false
0.01,false
0.03,false
0.01,false
0.01,false
0.05,false
0.03,false
0.05,false
0.03,false
0.05,false
0.18,false
0.03,false
0.01,false
0.03,false
0.02,false
0.01,false
0.01,false
0.01,false
0.05,false
0.05,false
0.01,false
0.04,false
0.01,false
0.02,false
0.03,false
0.04,false
0.02,false
0.00,false
0.03,false
0.05,false
0.03,false
0.03,false
0.04,false
0.02,false
0.02,false
0.04,false
0.02,false
0.04,false
0.04,false
0.03,false
0.04,false
0.03,false
0.01,false
0.01,false
0.00,false
0.04,false
0.04,false
0.05,false
0.05,false
0.03,false
0.05,false
0.02,false
0.03,false
0.01,false
0.01,false
0.03,false
0.02,false
0.03,false
0.01,false
0.04,false
0.03,false
0.03,false
0.02,false
0.04,false
0.03,false
0.02,false
0.03,false
0.05,false
0.04,false
0.04,false
0.00,false
0.02,false
0.03,false
0.02,false
0.05,false
0.03,false
0.01,false
0.01,false
0.04,false
0.03,false
0.04,false
0.00,false
0.02,false
0.03,false
0.01,false
0.02,false
0.04,false
0.02,false
0.05,false
0.02,false
0.04,false
0.00,false
0.05,false
0.00,false
0.01,false
0.02,false
0.01,false
0.01,false
0.01,false
0.00,false
0.01,false
0.01,false
0.02,false
0.02,false
0.01,false
0.00,false
0.02,false
0.03,false
0.03,false
0.01,false
0.03,false
0.03,false
0.00,false
0.00,false
0.01,false
0.02,false
0.05,false
0.03,false
0.03,false
0.02,false
0.04,false
0.00,false
0.03,false
0.03,false
0.00,false
0.02,false
0.05,false
0.03,false
0.01,false
0.01,false
0.01,false
0.03,false
0.04,false
0.01,false
0.03,false
0.03,false
0.05,false
0.03,false
0.03,false
0.03,false
0.05,false
0.01,false
0.02,false
0.02,false
0.03,false
0.04,false
0.01,false
0.04,false
0.05,false
0.02,false
0.04,false
0.01,false
0.03,false
0.01,false
0.01,false
0.04,false
0.01,false
0.02,false
0.03,false
0.03,false
0.01,false
0.04,false
0.02,false
0.01,false
0.01,false
0.03,false
0.00,false
0.02,false
0.04,false
0.01,false
0.03,false
0.03,false
0.03,false
0.02,false
0.04,false
0.02,false
0.03,false
0.01,false
0.05,false
0.02,false
0.04,false
0.01,false
0.00,false
0.03,false
0.04,false
0.02,false
0.01,false
0.04,false
0.04,false
0.05,false
0.01,false
0.03,false
0.04,false
0.02,false
0.04,false
0.03,false
0.00,false
0.04,false
0.03,false
0.04,false
0.01,false
0.01,false
0.01,false
0.01,false
0.03,false
0.04,false
0.02,false
0.02,false
0.01,false
0.02,false
0.00,false
0.01,false
0.01,false
0.00,false
0.03,false
0.04,false
0.02,false
0.01,false
0.02,false
0.01,false
0.03,false
0.01,false
0.04,false
0.05,false
0.01,false
0.05,false
0.02,false
0.02,false
0.00,false
0.03,false
0.03,false
0.02,false
0.01,false
0.03,false
0.03,false
0.05,false
0.02,false
0.01,false
0.01,false
0.03,false
0.01,false
0.01,false
0.02,false
0.05,false
0.03,false
0.04,false
0.03,false
0.02,false
0.01,false
0.02,false
0.04,false
0.05,false
0.01,false
0.00,false
0.02,false
0.02,false
0.00,false
0.00,false
0.02,false
0.01,false
0.04,false
0.03,false
0.04,false
0.01,false
0.03,false
0.03,false
0.04,false
0.02,false
0.04,false
0.00,false
0.04,false
0.01,false
0.01,false
0.01,false
0.04,false
0.01,false
0.04,false
0.01,false
0.01,false
0.01,false
0.02,false
0.02,false
0.03,false
0.05,false
0.05,false
0.04,false
0.05,false
0.01,false
0.04,false
0.03,false
0.00,false
0.04,false
0.03,false
0.05,false
0.01,false
0.03,false
0.04,false
0.03,false
0.02,false
0.03,false
0.02,false
0.02,false
0.01,false
0.02,false
0.03,false
0.05,false
0.04,false
0.03,false
0.01,false
0.03,false
0.05,false
0.03,false
0.04,false
0.01,false
0.01,false
0.01,false
0.05,false
0.03,false
0.04,false
0.03,false
0.00,false
0.04,false
0.05,false
0.00,false
0.03,false
0.01,false
0.02,false
0.02,false
0.00,false
0.03,false
0.01,false
0.02,false
0.01,false
0.02,false
0.05,false
0.04,false
0.01,false
0.01,false
0.01,false
0.01,false
0.02,false
0.02,false
0.04,false
0.37,false
0.03,false
0.01,false
0.05,false
0.04,false
0.03,false
0.03,false
0.01,false
0.04,false
0.03,false
0.03,false
0.03,false
0.03,false
0.02,false
0.02,false
0.03,false
0.01,false
0.03,false
0.05,false
0.04,false
0.02,false
0.03,false
0.03,false
0.04,false
0.00,false
0.05,false
0.01,false
0.05,false
0.02,false
0.01,false
0.02,false
0.04,false
0.03,false
0.05,false
0.05,false
0.01,false
0.03,false
0.02,false
0.00,false
0.01,false
0.05,false
0.01,false
0.05,false
0.02,false
0.03,false
0.02,false
0.03,false
0.00,false
0.04,false
0.01,false
0.02,false
0.01,false
0.04,false
0.01,false
0.04,false
0.05,false
0.02,false
0.02,false
0.02,false
0.03,false
0.03,false
0.03,false
0.02,false
0.03,false
0.04,false
0.02,false
0.04,false
0.04,false
0.04,false
0.03,false
0.02,false
0.03,false
0.03,false
0.03,false
0.02,false
0.01,false
0.03,false
0.04,false
0.02,false
0.04,false
0.03,false
0.01,false
0.05,false
0.02,false
0.02,false
0.02,false
0.02,false
0.04,false
0.37,true
0.04,false
0.02,false
0.02,false
0.03,false
0.00,false
0.03,false
0.01,false
0.05,false
0.03,false
0.04,false
0.04,false
0.04,false
0.02,false
0.02,false
0.05,false
0.02,false
0.01,false
0.04,false
0.01,false
0.01,false
0.04,false
0.03,false
0.00,false
0.01,false
0.05,false
0.01,false
0.04,false
0.02,false
0.03,false
0.00,false
0.03,false
0.05,false
0.03,false
0.02,false
0.03,false
0.04,false
0.05,false
0.04,false
0.02,false
0.01,false
0.02,false
0.05,false
0.03,false
0.01,false
0.01,false
0.03,false
0.03,false
0.03,false
0.03,false
0.03,false
0.04,false
0.02,false
0.02,false
0.03,false
0.03,false
0.02,false
0.04,false
0.01,false
0.05,false
0.02,false
0.02,false
0.01,false
0.03,false
0.03,false
0.02,false
0.00,false
0.05,false
0.04,false
0.04,false
0.05,false
0.03,false
0.05,false
0.02,false
0.02,false
0.03,false
0.03,false
0.01,false
0.03,false
0.02,false
0.03,false
0.04,false
0.04,false
0.04,false
0.02,false
0.05,false
0.01,false
0.04,false
0.01,false
0.04,false
0.02,false
0.05,false
0.01,false
0.03,false
0.01,false
0.01,false
0.03,false
0.01,false
0.01,false
0.01,false
0.04,false
0.03,false
0.03,false
0.01,false
0.03,false
0.02,false
0.01,false
0.01,false
0.05,false
0.04,false
0.04,false
0.04,false
0.04,false
0.04,false
0.02,false
0.04,false
0.03,false
0.01,false
0.01,false
0.02,false
0.01,false
0.05,false
0.02,false
0.03,false
0.02,false
0.02,false
0.03,false
0.04,false
0.02,false
0.01,false
0.03,false
0.01,false
0.03,false
0.01,false
0.03,false
0.01,false
0.03,false
0.03,false
0.03,false
0.01,false
0.01,false
0.03,false
0.03,false
0.03,false
0.04,false
0.02,false
0.04,false
0.04,false
0.01,false
0.04,false
0.04,false
0.01,false
0.00,false
0.02,false
0.01,false
0.02,false
0.01,false
0.02,false
0.02,false
0.02,false
0.02,false
0.01,false
0.03,false
0.02,false
0.01,false
0.03,false
0.00,false
0.01,false
0.03,false
0.05,false
0.05,false
0.03,false
0.01,false
0.04,false
0.03,false
0.03,false
0.03,false
0.04,false
0.00,false
0.02,false
0.04,false
0.01,false
0.04,false
0.01,false
0.03,false
0.04,false
0.05,false
0.02,false
0.02,false
0.01,false
0.03,false
0.02,false
0.04,false
0.04,false
0.02,false
0.04,false
0.02,false
0.03,false
0.04,false
0.04,false
0.04,false
0.02,false
0.01,false
0.04,false
0.02,false
0.01,false
0.03,false
0.04,false
0.05,false
0.02,false
0.04,false
0.02,false
0.05,false
0.04,false
0.04,false
0.02,false
0.03,false
0.04,false
0.02,false
0.03,false
0.05,false
0.02,false
0.05,false
0.02,false
0.03,false
0.02,false
0.01,false
0.03,false
0.05,false
0.01,false
0.05,false
0.02,false
0.03,false
0.04,false
0.03,false
0.05,false
0.05,false
0.01,false
0.02,false
0.01,false
0.03,false
0.01,false
0.02,false
0.01,false
0.04,false
0.03,false
0.01,false
0.01,false
0.03,false
0.04,false
0.02,false
0.02,false
0.02,false
0.01,false
0.01,false
0.03,false
0.02,false
0.02,false
0.01,false
0.04,false
0.04,false
0.02,false
0.01,false
0.05,false
0.02,false
0.02,false
0.03,false
0.04,false
0.01,false
0.03,false
0.03,false
0.05,false
0.01,false
0.03,false
0.05,false
0.01,false
0.04,false
0.05,false
0.03,false
0.05,false
0.04,false
0.03,false
0.05,false
0.01,false
0.02,false
0.05,false
0.01,false
0.00,false
0.01,false
0.04,false
0.04,false
0.01,false
0.00,false
0.00,false
0.00,false
0.00,false
0.00,false
0.05,false
0.05,false
0.04,false
0.04,false
0.03,false
0.04,false
0.02,false
0.01,false
0.00,false
0.01,false
0.02,false
0.00,false
0.02,false
0.01,false
0.05,false
0.03,false
0.01,false
0.62,false
0.00,false
0.02,false
0.00,false
0.00,false
0.02,false
0.04,false
0.01,false
0.04,false
0.02,false
0.01,false
0.04,false
0.00,false
0.03,false
0.01,false
0.00,false
0.01,false
0.03,false
0.03,false
0.00,false
0.04,false
0.00,false
0.03,false
0.04,false
0.00,false
0.01,false
0.00,false
0.01,false
0.02,false
0.01,false
0.01,false
0.01,false
0.05,false
0.00,false
0.00,false
0.27,false
0.00,false
0.90,false
0.01,false
0.04,false
0.02,false
0.00,false
0.02,false
0.05,false
0.02,false
0.04,false
0.00,false
0.02,false
0.01,false
0.66,false
0.03,false
0.03,false
0.04,false
0.03,false
0.02,false
0.03,false
0.00,false
0.03,false
0.01,false
0.00,false
0.03,false
0.41,true
0.03,false
0.00,false
0.56,false
0.02,false
0.05,false
0.03,false
0.00,false
0.00,false
0.02,false
0.01,false
0.02,false
0.01,false
0.01,false
0.02,false
0.03,false
0.03,false
0.04,false
0.02,false
0.04,false
0.02,false
0.33,false
0.04,false
0.01,false
0.01,false
0.01,false
0.01,false
0.00,false
0.00,false
0.01,false
0.04,false
0.01,false
0.00,false
0.01,false
0.05,false
0.00,false
0.04,false
0.00,false
0.02,false
0.02,false
0.00,false
0.00,false
0.02,false
0.03,false
0.04,false
0.00,false
0.02,false
0.00,false
0.03,false
0.04,false
0.00,false
0.01,false
0.05,false
0.04,false
0.05,false
0.03,false
0.00,false
0.02,false
0.00,false
0.00,false
0.03,false
0.05,false
0.02,false
0.01,false
0.04,false
0.02,false
0.57,false
0.00,false
0.04,false
0.05,false
0.05,false
0.02,false
0.03,false
0.00,false
0.01,false
0.00,false
0.04,false
0.05,false
0.04,false
0.88,false
0.44,false
0.05,false
0.01,false
0.02,false
0.01,false
0.01,false
0.05,false
0.00,false
0.02,false
0.01,false
0.00,false
0.04,false
0.00,false
0.04,false
0.03,false
0.26,false
0.00,false
0.05,false
0.05,false
0.03,false
0.03,false
0.01,false
0.00,false
0.01,false
0.05,false
0.04,false
0.02,false
0.04,false
0.03,false
0.00,false
0.01,false
0.04,false
0.01,false
0.00,false
0.01,false
0.00,false
0.03,false
0.04,false
0.00,false
0.04,false
0.00,false
0.04,false
0.01,false
0.01,false
0.04,false
0.04,false
0.02,false
0.04,false
0.00,false
0.03,false
0.04,false
0.62,false
0.02,false
0.02,false
0.04,false
0.00,false
0.01,false
0.02,false
0.04,false
0.05,false
0.01,false
0.01,false
0.01,false
0.01,false
0.01,false
0.01,false
0.03,false
0.00,false
0.02,false
0.03,false
0.00,false
0.00,false
0.01,false
0.01,false
0.55,false
0.02,false
0.01,false
0.00,false
0.05,false
0.01,false
0.05,false
0.01,false
0.01,false
0.02,false
0.00,false
0.01,false
0.00,false
0.03,false
0.01,false
0.01,false
0.04,false
0.02,false
0.03,false
0.00,false
0.04,false
0.01,false
0.00,false
0.00,false
0.02,false
0.00,false
0.01,false
0.04,false
0.02,false
0.01,false
0.03,false
0.01,false
0.01,false
0.01,false
0.04,false
0.19,true
0.02,false
0.04,false
0.01,false
0.01,false
0.01,false
0.03,false
0.04,false
0.00,false
0.00,false
0.04,false
0.00,false
0.05,false
0.05,false
0.04,false
0.00,false
0.03,false
0.01,false
0.01,false
0.03,false
0.00,false
0.00,false
0.03,false
0.89,false
0.04,false
0.03,false
0.03,false
0.01,false
0.01,false
0.03,false
0.02,false
0.04,false
0.03,false
0.02,false
0.01,false
0.00,false
0.01,false
0.02,false
0.03,false
0.02,false
0.01,false
0.04,false
0.01,false
0.04,false
0.01,false
0.04,false
0.02,false
0.03,false
0.00,false
0.01,false
0.00,false
0.02,false
0.01,false
0.03,false
0.01,false
0.05,false
0.02,false
0.01,false
0.03,false
0.00,false
0.04,false
0.01,false
0.04,false
0.00,false
0.02,false
0.04,false
0.04,false
0.04,false
0.04,false
0.01,false
0.02,false
0.00,false
0.02,false
0.01,false
0.02,false
0.04,false
0.00,false
0.04,false
0.01,false
0.01,false
0.03,false
0.03,false
0.01,false
0.00,false
0.05,false
0.03,false
0.03,false
0.04,false
0.03,false
0.00,false
0.01,false
0.00,false
0.02,false
0.00,false
0.03,false
0.02,false
0.00,false
0.02,false
0.04,false
0.03,false
0.05,false
0.03,false
0.05,false
0.04,false
0.03,false
0.03,false
0.03,false
0.04,false
0.01,false
0.03,false
0.01,false
0.01,false
0.01,false
0.04,false
0.04,false
0.04,false
0.03,false
0.05,false
0.01,false
0.03,false
0.00,false
0.04,false
0.04,false
0.04,false
0.05,false
0.02,false
0.05,false
0.03,false
0.05,false
0.00,false
0.05,false
0.03,false
0.05,false
0.01,false
0.05,false
0.02,false
0.04,false
0.04,false
0.05,false
0.01,false
0.02,false
0.05,false
0.03,false
0.03,false
0.03,false
0.02,false
0.01,false
0.04,false
0.04,false
0.04,false
0.04,false
0.04,false
0.02,false
0.04,false
0.01,false
0.01,false
0.03,false
0.01,false
0.01,false
0.05,false
0.04,false
0.04,false
0.01,false
0.01,false
0.02,false
0.04,false
0.04,false
0.02,false
0.02,false
0.02,false
0.04,false
0.02,false
0.01,false
0.03,false
0.04,false
0.04,false
0.02,false
0.03,false
0.01,false
0.03,false
0.02,false
0.04,false
0.03,false
0.04,false
0.01,false
0.02,false
0.03,false
0.05,false
0.01,false
0.02,false
0.01,false
0.04,false
0.02,false
0.05,false
0.05,false
0.05,false
0.03,false
0.02,false
0.03,false
0.01,false
0.04,false
0.03,false
0.02,false
0.03,false
0.05,false
0.03,false
0.02,false
0.04,false
0.05,false
0.02,false
0.04,false
0.04,false
0.04,false
0.02,false
0.02,false
0.02,false
0.00,false
0.02,false
0.05,false
0.03,false
0.00,false
0.04,false
0.03,false
0.05,false
0.01,false
0.03,false
0.04,false
0.03,false
0.01,false
0.04,false
0.02,false
0.03,false
0.03,false
0.05,false
0.04,false
0.01,false
0.03,false
0.03,false
0.02,false
0.04,false
0.03,false
0.01,false
0.02,false
0.03,false
0.05,false
0.05,false
0.01,false
0.03,false
0.05,false
0.03,false
0.04,false
0.04,false
0.04,false
0.01,false
0.03,false
0.04,false
0.01,false
0.02,false
0.03,false
0.04,false
0.02,false
0.01,false
0.01,false
0.05,false
0.05,false
0.02,false
0.04,false
0.04,false
0.05,false
0.02,false
0.04,false
0.01,false
0.02,false
0.03,false
0.02,false
0.02,false
0.05,false
0.03,false
0.04,false
0.02,false
0.02,false
0.01,false
0.02,false
0.02,false
0.02,false
0.03,false
0.04,false
0.03,false
0.03,false
0.02,false
0.03,false
0.04,false
0.02,false
0.01,false
0.01,false
0.03,false
0.01,false
0.02,false
0.03,false
0.02,false
0.03,false
0.04,false
0.05,false
0.02,false
0.02,false
0.00,false
0.04,false
0.01,false
0.04,false
0.04,false
0.04,false
0.02,false
0.03,false
0.03,false
0.03,false
0.02,false
0.04,false
0.02,false
0.04,false
0.01,false
0.01,false
0.05,false
0.04,false
0.02,false
0.02,false
0.02,false
0.03,false
0.02,false
0.02,false
0.04,false
0.05,false
0.02,false
0.02,false
0.04,false
0.03,false
0.02,false
0.04,false
0.02,false
0.03,false
0.04,false
0.03,false
0.02,false
0.04,false
0.04,false
0.04,false
0.01,false
0.04,false
0.02,false
0.04,false
0.02,false
0.02,false
0.01,false
0.03,false
0.03,false
0.01,false
0.03,false
0.05,false
0.04,false
0.03,false
0.04,false
0.02,false
0.05,false
0.05,false
0.01,false
0.05,false
0.02,false
0.03,false
0.01,false
0.01,false
0.04,false
0.02,false
0.05,false
0.04,false
0.02,false
0.04,false
0.03,false
0.04,false
0.02,false
0.03,false
0.03,false
0.02,false
0.02,false
0.03,false
0.02,false
0.02,false
0.03,false
0.01,false
0.01,false
0.02,false
0.04,false
0.03,false
0.03,false
0.01,false
0.03,false
0.02,false
0.03,false
0.03,false
0.04,false
0.02,false
0.04,false
0.04,false
0.03,false
0.02,false
0.03,false
0.04,false
0.02,false
0.04,false
0.02,false
0.02,false
0.01,false
0.02,false
0.03,false
0.03,false
0.04,false
0.04,false
0.05,false
0.02,false
0.01,false
0.04,false
0.03,false
0.04,false
0.01,false
0.02,false
0.04,false
0.02,false
0.05,false
0.05,false
0.03,false
0.03,false
